Time Stamp,System Identifier,*Working hours,Air Thermistor BRC1 T°,EV Opening,Filter status,Gas Pipe T°,Indoor ID,Indoor ON/OFF Status,Indoor Set Temperature,Indoor Type Code,Liquid T°,Mode,ON/OFF,Room Temp,Suction T°,Set Temp,Site temperature
2024-07-27 11:25:00,1,142.25,128.0,0.0,1.0,26.233333333333334,4042087952.0,0.0,24.0,27277.0,24.8,0.0,2.0,28.100000000000005,28.833333333333332,24.0,30.0
2024-07-27 11:25:00,2,136.25,128.0,0.0,1.0,26.8,3267516688.0,0.0,24.0,27277.0,25.899999999999995,0.0,2.0,28.96666666666667,29.0,24.0,30.0
2024-07-27 11:25:00,3,222.5,128.0,0.0,1.0,25.8,4041825808.0,0.0,24.0,27277.0,25.166666666666668,0.0,2.0,27.8,27.8,24.0,30.0
2024-07-27 11:25:00,4,123.75,30.100000000000005,0.0,0.0,27.899999999999995,2290476305.0,0.0,24.0,26897.0,27.366666666666664,0.0,2.0,32.46666666666667,32.333333333333336,24.0,30.0
2024-07-27 11:30:00,1,142.25,128.0,0.0,1.0,26.4,4042087952.0,0.0,24.0,27277.0,24.8,0.0,2.0,28.1,28.9,24.0,30.0
2024-07-27 11:30:00,2,136.25,128.0,0.0,1.0,26.875,3267516688.0,0.0,24.0,27277.0,25.9,0.0,2.0,29.0,29.0,24.0,30.0
2024-07-27 11:30:00,3,222.5,128.0,0.0,1.0,25.8,4041825808.0,0.0,24.0,27277.0,25.2,0.0,2.0,27.8,27.8,24.0,30.0
2024-07-27 11:30:00,4,123.75,30.1,0.0,0.0,28.0,2290476305.0,0.0,24.0,26897.0,27.45,0.0,2.0,32.575,32.5,24.0,30.0
2024-07-27 11:35:00,1,142.25,128.0,0.0,1.0,26.4,4042087952.0,0.0,24.0,27277.0,24.85,0.0,2.0,28.1,28.9,24.0,30.0
2024-07-27 11:35:00,2,136.25,128.0,0.0,1.0,26.9,3267516688.0,0.0,24.0,27277.0,25.9,0.0,2.0,29.0,29.0,24.0,30.0
2024-07-27 11:35:00,3,222.5,128.0,0.0,1.0,25.9,4041825808.0,0.0,24.0,27277.0,25.25,0.0,2.0,27.8,27.8,24.0,30.0
2024-07-27 11:35:00,4,123.75,30.2,0.0,0.0,28.1,2290476305.0,0.0,24.0,26897.0,27.55,0.0,2.0,32.650000000000006,32.65,24.0,30.0
2024-07-27 11:40:00,1,142.25,128.0,0.0,1.0,26.4,4042087952.0,0.0,24.0,27277.0,24.9,0.0,2.0,28.1,28.9,24.0,30.0
2024-07-27 11:40:00,2,136.25,128.0,0.0,1.0,26.9,3267516688.0,0.0,24.0,27277.0,25.975,0.0,2.0,29.0,29.0,24.0,30.0
2024-07-27 11:40:00,3,222.5,128.0,0.0,1.0,25.9,4041825808.0,0.0,24.0,27277.0,25.3,0.0,2.0,27.875,27.85,24.0,30.0
2024-07-27 11:40:00,4,123.75,30.25,0.0,0.0,28.15,2290476305.0,0.0,24.0,26897.0,27.575,0.0,2.0,32.7,32.75,24.0,30.0
2024-07-27 11:45:00,1,142.25,128.0,0.0,1.0,26.5,4042087952.0,0.0,24.0,27277.0,24.9,0.0,2.0,28.1,28.9,24.0,30.0
2024-07-27 11:45:00,2,136.25,128.0,0.0,1.0,26.9,3267516688.0,0.0,24.0,27277.0,26.0,0.0,2.0,29.0,29.0,24.0,30.0
2024-07-27 11:45:00,3,222.5,128.0,0.0,1.0,25.95,4041825808.0,0.0,24.0,27277.0,25.3,0.0,2.0,27.9,27.9,24.0,30.0
2024-07-27 11:45:00,4,123.75,30.3,0.0,0.0,28.25,2290476305.0,0.0,24.0,26897.0,27.7,0.0,2.0,32.8,32.8,24.0,30.0
2024-07-27 11:50:00,1,142.25,128.0,0.0,1.0,26.5,4042087952.0,0.0,24.0,27277.0,25.0,0.0,2.0,28.100000000000005,28.96666666666667,24.0,30.0
